Game_Name,Review_Text,Review_Date,Sentiment_Score,Sentiment_Label,User_Name,Playtime_Hours,Helpfulness_Score,Recommendation,Text_Length,Year,Month,Quarter,Month_Name,Weekday
Counter-Strike: Global Offensive,"Awful gameplay, very disappointing overall.",2024-01-17,-0.3467,Negative,User_2322,338,34,Not Recommended,43,2024,1,Q1,January,Wednesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-01-03,0.3169,Positive,User_2304,1531,36,Recommended,55,2024,1,Q1,January,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-01-17,0.1459,Positive,User_9488,1732,24,Recommended,45,2024,1,Q1,January,Wednesday
Counter-Strike: Global Offensive,"Terrible experience, full of bugs and glitches.",2024-01-22,-0.3316,Negative,User_7956,1219,13,Not Recommended,47,2024,1,Q1,January,Monday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-01-18,0.5044,Positive,User_9183,1069,48,Recommended,56,2024,1,Q1,January,Thursday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-01-27,0.5465,Positive,User_3329,1926,44,Recommended,49,2024,1,Q1,January,Saturday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-01-19,0.1029,Positive,User_6729,482,18,Recommended,49,2024,1,Q1,January,Friday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-01-25,0.4393,Positive,User_4587,525,46,Recommended,56,2024,1,Q1,January,Thursday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-02-29,0.3091,Positive,User_8007,1825,3,Recommended,49,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-02-25,0.2973,Positive,User_7980,1179,33,Recommended,49,2024,2,Q1,February,Sunday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-01-31,0.0257,Neutral,User_6036,959,4,Recommended,45,2024,1,Q1,January,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-01-31,0.3834,Positive,User_3896,1600,40,Recommended,49,2024,1,Q1,January,Wednesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-02-14,0.7554,Positive,User_6180,1743,49,Recommended,56,2024,2,Q1,February,Wednesday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-02-11,0.1727,Positive,User_6157,395,42,Recommended,48,2024,2,Q1,February,Sunday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-01-31,0.3142,Positive,User_2441,1091,42,Recommended,49,2024,1,Q1,January,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-02-23,0.0071,Neutral,User_3321,1060,45,Recommended,45,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-02-22,0.3111,Positive,User_9755,555,47,Recommended,49,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-02-14,0.142,Positive,User_7874,858,6,Recommended,45,2024,2,Q1,February,Wednesday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-02-23,-0.2084,Negative,User_9371,1988,11,Not Recommended,42,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-02-23,0.0854,Neutral,User_5387,1572,44,Recommended,42,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-02-11,0.2275,Positive,User_8531,963,7,Recommended,49,2024,2,Q1,February,Sunday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-02-07,0.8192,Positive,User_5371,33,17,Recommended,56,2024,2,Q1,February,Wednesday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-02-03,0.4039,Positive,User_9499,941,35,Recommended,49,2024,2,Q1,February,Saturday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-02-26,0.2493,Positive,User_6016,880,45,Recommended,49,2024,2,Q1,February,Monday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-02-21,-0.0393,Neutral,User_7278,231,28,Not Recommended,43,2024,2,Q1,February,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-02-23,0.0337,Neutral,User_1709,524,15,Recommended,45,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-02-07,0.2198,Positive,User_7312,745,24,Recommended,48,2024,2,Q1,February,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-02-27,0.2715,Positive,User_4589,735,15,Recommended,45,2024,2,Q1,February,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-02-02,0.4169,Positive,User_3161,1746,27,Recommended,56,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-02-15,0.3275,Positive,User_1607,733,28,Recommended,49,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-02-12,0.2,Positive,User_4982,1512,30,Recommended,49,2024,2,Q1,February,Monday
Counter-Strike: Global Offensive,"Waste of money, developers don't care about players.",2024-02-01,-0.3268,Negative,User_6803,792,31,Not Recommended,52,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-02-15,0.442,Positive,User_5173,1620,37,Recommended,49,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-02-22,-0.0147,Neutral,User_3256,1695,8,Not Recommended,43,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-02-20,0.7867,Positive,User_7231,645,48,Recommended,49,2024,2,Q1,February,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-02-03,0.105,Positive,User_1099,1255,30,Recommended,42,2024,2,Q1,February,Saturday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-02-03,0.921,Positive,User_2437,1393,5,Recommended,56,2024,2,Q1,February,Saturday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-02-16,0.359,Positive,User_5022,621,42,Recommended,49,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-02-19,-0.09,Neutral,User_5432,1358,19,Not Recommended,42,2024,2,Q1,February,Monday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-02-07,0.9117,Positive,User_1299,1145,42,Recommended,49,2024,2,Q1,February,Wednesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-02-23,0.1745,Positive,User_4680,1018,33,Recommended,49,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-02-16,0.1372,Positive,User_8166,1259,40,Recommended,48,2024,2,Q1,February,Friday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-02-19,0.5094,Positive,User_3761,745,29,Recommended,49,2024,2,Q1,February,Monday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-02-08,0.1376,Positive,User_8257,1929,23,Recommended,42,2024,2,Q1,February,Thursday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-03-19,0.097,Neutral,User_7567,1003,35,Recommended,42,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-03-05,0.0946,Neutral,User_5637,1098,7,Recommended,42,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-03-06,0.5198,Positive,User_5013,364,25,Recommended,55,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-03-14,-0.1104,Negative,User_8109,1178,4,Not Recommended,50,2024,3,Q1,March,Thursday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-03-03,0.1719,Positive,User_9886,479,26,Recommended,45,2024,3,Q1,March,Sunday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-03-10,-0.0199,Neutral,User_6151,692,43,Not Recommended,50,2024,3,Q1,March,Sunday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-03-26,0.5444,Positive,User_5795,906,25,Recommended,55,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-07,0.6098,Positive,User_9772,520,31,Recommended,56,2024,3,Q1,March,Thursday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-03-13,0.7392,Positive,User_1111,862,42,Recommended,49,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-03-16,0.6163,Positive,User_9099,836,15,Recommended,49,2024,3,Q1,March,Saturday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-03-13,-0.1152,Negative,User_7362,938,41,Not Recommended,43,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-03-10,0.1831,Positive,User_9109,1736,18,Recommended,49,2024,3,Q1,March,Sunday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-03-23,0.5373,Positive,User_2633,924,28,Recommended,49,2024,3,Q1,March,Saturday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-03-19,0.0684,Neutral,User_2112,285,30,Recommended,45,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-03-12,0.2881,Positive,User_2772,59,20,Recommended,49,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-03-27,-0.0277,Neutral,User_2215,745,33,Not Recommended,43,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-03-15,-0.0827,Neutral,User_1918,705,30,Not Recommended,43,2024,3,Q1,March,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-03-06,0.8229,Positive,User_1808,138,29,Recommended,49,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-03-15,0.3526,Positive,User_8861,1333,31,Recommended,49,2024,3,Q1,March,Friday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-03-21,-0.1341,Negative,User_6455,1719,46,Not Recommended,43,2024,3,Q1,March,Thursday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-03-27,0.4792,Positive,User_6702,1152,10,Recommended,49,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-03-13,0.6978,Positive,User_7332,555,1,Recommended,55,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-03-18,0.283,Positive,User_2229,1177,3,Recommended,45,2024,3,Q1,March,Monday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-03-04,0.0634,Neutral,User_5304,1169,13,Recommended,48,2024,3,Q1,March,Monday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-19,0.3815,Positive,User_1782,1970,10,Recommended,56,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-12,0.5335,Positive,User_3144,749,40,Recommended,56,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-03-09,0.6435,Positive,User_8120,337,6,Recommended,49,2024,3,Q1,March,Saturday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-03-23,0.7639,Positive,User_6777,1794,39,Recommended,49,2024,3,Q1,March,Saturday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-03-10,0.5345,Positive,User_2432,1569,16,Recommended,55,2024,3,Q1,March,Sunday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-03-27,0.473,Positive,User_8165,1202,24,Recommended,49,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-03-26,0.0608,Neutral,User_3524,1154,0,Recommended,45,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-03-29,0.2197,Positive,User_1881,1596,47,Recommended,42,2024,3,Q1,March,Friday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-03-19,0.0392,Neutral,User_7359,146,38,Recommended,45,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-03-08,-0.0489,Neutral,User_9403,1491,25,Not Recommended,50,2024,3,Q1,March,Friday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-03-11,-0.239,Negative,User_4256,1257,44,Not Recommended,43,2024,3,Q1,March,Monday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-03-02,0.4659,Positive,User_3527,81,1,Recommended,49,2024,3,Q1,March,Saturday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-03-03,0.4702,Positive,User_2754,1695,27,Recommended,49,2024,3,Q1,March,Sunday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-05,0.4073,Positive,User_7594,931,14,Recommended,56,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-10,0.6945,Positive,User_2863,853,9,Recommended,56,2024,3,Q1,March,Sunday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-13,0.4993,Positive,User_3551,1162,45,Recommended,56,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-03-28,0.0836,Neutral,User_3556,154,6,Recommended,45,2024,3,Q1,March,Thursday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-03-06,0.3673,Positive,User_8419,487,4,Recommended,55,2024,3,Q1,March,Wednesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-03-08,0.7308,Positive,User_7496,302,18,Recommended,56,2024,3,Q1,March,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-03-26,0.826,Positive,User_2931,1196,20,Recommended,49,2024,3,Q1,March,Tuesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-04-10,0.2265,Positive,User_9993,1434,22,Recommended,45,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-03,0.3771,Positive,User_4288,388,33,Recommended,49,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-05,0.501,Positive,User_8264,1885,48,Recommended,55,2024,4,Q2,April,Friday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-11,0.5664,Positive,User_6918,1566,28,Recommended,55,2024,4,Q2,April,Thursday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-04-08,0.0727,Neutral,User_8966,1924,34,Recommended,42,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-21,0.5461,Positive,User_8686,638,48,Recommended,56,2024,4,Q2,April,Sunday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-10,0.4317,Positive,User_2839,807,24,Recommended,49,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-09,0.4032,Positive,User_5109,832,16,Recommended,49,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-15,0.53,Positive,User_3096,433,6,Recommended,49,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-04-14,0.0571,Neutral,User_7347,1899,6,Recommended,45,2024,4,Q2,April,Sunday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-19,0.3552,Positive,User_9084,54,15,Recommended,49,2024,4,Q2,April,Friday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-10,0.6608,Positive,User_2215,1442,30,Recommended,55,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-09,0.4097,Positive,User_7456,722,30,Recommended,55,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-04-25,0.0269,Neutral,User_1232,1228,39,Recommended,42,2024,4,Q2,April,Thursday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-09,0.7344,Positive,User_5993,1931,18,Recommended,49,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-04-24,-0.0015,Neutral,User_7552,881,37,Not Recommended,43,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-01,0.4801,Positive,User_2758,100,24,Recommended,49,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-25,0.3723,Positive,User_7203,1232,30,Recommended,49,2024,4,Q2,April,Thursday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-04-03,-0.0814,Neutral,User_5939,187,48,Not Recommended,50,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-22,0.983,Positive,User_2233,1902,20,Recommended,56,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-10,0.5529,Positive,User_8451,931,20,Recommended,49,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-04-17,0.1406,Positive,User_7549,1941,41,Recommended,49,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-04-08,-0.0775,Neutral,User_7351,648,34,Not Recommended,43,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-04-03,0.2443,Positive,User_6546,1133,49,Recommended,42,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-28,0.6419,Positive,User_9194,1892,45,Recommended,49,2024,4,Q2,April,Sunday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-04-01,0.0955,Neutral,User_8130,848,11,Recommended,49,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-09,0.701,Positive,User_3946,265,32,Recommended,49,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-04-17,0.1391,Positive,User_9265,699,27,Recommended,42,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-25,0.4051,Positive,User_1232,1651,41,Recommended,56,2024,4,Q2,April,Thursday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-10,0.7062,Positive,User_7430,419,21,Recommended,56,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-04-27,0.0444,Neutral,User_2326,1230,12,Recommended,49,2024,4,Q2,April,Saturday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-04-26,0.2669,Positive,User_2852,1716,36,Recommended,45,2024,4,Q2,April,Friday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-28,0.6281,Positive,User_5197,1026,34,Recommended,55,2024,4,Q2,April,Sunday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-04-02,0.0446,Neutral,User_3549,158,28,Recommended,45,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-23,0.3626,Positive,User_7657,619,33,Recommended,55,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-13,0.649,Positive,User_9412,299,4,Recommended,56,2024,4,Q2,April,Saturday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-08,0.7389,Positive,User_4578,778,11,Recommended,55,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-16,0.8773,Positive,User_3337,600,41,Recommended,49,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-28,0.6224,Positive,User_1382,1489,8,Recommended,49,2024,4,Q2,April,Sunday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-04-03,0.2516,Positive,User_7222,800,42,Recommended,48,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-13,0.4208,Positive,User_9197,389,20,Recommended,56,2024,4,Q2,April,Saturday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-12,0.3899,Positive,User_1245,742,5,Recommended,56,2024,4,Q2,April,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-04-17,0.3902,Positive,User_5434,1656,23,Recommended,49,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-04-18,0.5844,Positive,User_2687,69,16,Recommended,56,2024,4,Q2,April,Thursday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-04-12,0.1334,Positive,User_1133,850,4,Recommended,48,2024,4,Q2,April,Friday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-04-22,1.0,Positive,User_4809,626,34,Recommended,55,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-04-09,0.1048,Positive,User_2898,1109,12,Recommended,48,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-04-10,0.2445,Positive,User_9807,650,35,Recommended,48,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-04-15,0.4727,Positive,User_8655,1395,16,Recommended,49,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-04-09,0.1863,Positive,User_5670,778,34,Recommended,42,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-04-03,-0.0243,Neutral,User_6498,1197,16,Not Recommended,50,2024,4,Q2,April,Wednesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-04-22,0.1673,Positive,User_1412,1022,47,Recommended,45,2024,4,Q2,April,Monday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-04-09,0.2649,Positive,User_8431,1999,9,Recommended,48,2024,4,Q2,April,Tuesday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-04-24,0.0456,Neutral,User_9760,441,34,Recommended,45,2024,4,Q2,April,Wednesday
